,날짜,종가,등락율
846,2003-06-19,7400,4.52
847,2003-06-20,7280,-1.62
848,2003-06-23,7140,-1.92
849,2003-06-24,7030,-1.54
850,2003-06-25,7190,2.28
851,2003-06-26,7290,1.39
852,2003-06-27,7220,-0.96
853,2003-06-30,7100,-1.66
854,2003-07-01,7240,1.97
855,2003-07-02,7420,2.49
856,2003-07-03,7640,2.96
857,2003-07-04,7680,0.52
858,2003-07-07,7720,0.52
859,2003-07-08,7970,3.24
860,2003-07-09,7930,-0.5
861,2003-07-10,7840,-1.13
862,2003-07-11,7880,0.51
863,2003-07-14,8190,3.93
864,2003-07-15,8160,-0.37
865,2003-07-16,8360,2.45
866,2003-07-18,8080,-3.35
867,2003-07-21,8140,0.74
868,2003-07-22,8240,1.23
869,2003-07-23,8070,-2.06
870,2003-07-24,8130,0.74
871,2003-07-25,8160,0.37
872,2003-07-28,8360,2.45
873,2003-07-29,8470,1.32
874,2003-07-30,8430,-0.47
875,2003-07-31,8320,-1.3
876,2003-08-01,8520,2.4
877,2003-08-04,8430,-1.06
878,2003-08-05,8560,1.54
879,2003-08-06,8260,-3.5
880,2003-08-07,8200,-0.73
881,2003-08-08,8120,-0.98
882,2003-08-11,8160,0.49
883,2003-08-12,8000,-1.96
884,2003-08-13,8250,3.12
885,2003-08-14,8500,3.03
886,2003-08-18,8380,-1.41
887,2003-08-19,8600,2.63
888,2003-08-20,8700,1.16
889,2003-08-21,8830,1.49
890,2003-08-22,8920,1.02
891,2003-08-25,8860,-0.67
892,2003-08-26,8910,0.56
893,2003-08-27,8860,-0.56
894,2003-08-28,8760,-1.13
895,2003-08-29,8700,-0.68
896,2003-09-01,8740,0.46
897,2003-09-02,8610,-1.49
898,2003-09-03,8650,0.46
899,2003-09-04,8720,0.81
900,2003-09-05,8860,1.61
901,2003-09-08,9030,1.92
902,2003-09-09,9240,2.33
903,2003-09-15,8750,-5.3
904,2003-09-16,8890,1.6
905,2003-09-17,8990,1.12
906,2003-09-18,8880,-1.22
907,2003-09-19,8600,-3.15
908,2003-09-22,8060,-6.28
909,2003-09-23,7950,-1.36
910,2003-09-24,8100,1.89
911,2003-09-25,8020,-0.99
912,2003-09-26,7760,-3.24
913,2003-09-29,7730,-0.39
914,2003-09-30,7840,1.42
915,2003-10-01,8000,2.04
916,2003-10-02,8170,2.12
917,2003-10-06,8420,3.06
918,2003-10-07,8520,1.19
919,2003-10-08,8480,-0.47
920,2003-10-09,8570,1.06
921,2003-10-10,8900,3.85
922,2003-10-13,8900,0.0
923,2003-10-14,9060,1.8
924,2003-10-15,9020,-0.44
925,2003-10-16,9190,1.88
926,2003-10-17,9040,-1.63
927,2003-10-20,9160,1.33
928,2003-10-21,9240,0.87
929,2003-10-22,9400,1.73
930,2003-10-23,8950,-4.79
931,2003-10-24,8740,-2.35
932,2003-10-27,8960,2.52
933,2003-10-28,9240,3.12
934,2003-10-29,9340,1.08
935,2003-10-30,9420,0.86
936,2003-10-31,9400,-0.21
937,2003-11-03,9490,0.96
938,2003-11-04,9580,0.95
939,2003-11-05,9600,0.21
940,2003-11-06,9300,-3.12
941,2003-11-07,9540,2.58
942,2003-11-10,9320,-2.31
943,2003-11-11,9220,-1.07
944,2003-11-12,9400,1.95
945,2003-11-13,9540,1.49
946,2003-11-14,9380,-1.68
947,2003-11-17,9220,-1.71
948,2003-11-18,9330,1.19
949,2003-11-19,9130,-2.14
950,2003-11-20,8980,-1.64
951,2003-11-21,9120,1.56
952,2003-11-24,8870,-2.74
953,2003-11-25,9030,1.8
954,2003-11-26,9100,0.78
955,2003-11-27,9110,0.11
956,2003-11-28,9300,2.09
957,2003-12-01,9320,0.22
958,2003-12-02,9370,0.54
959,2003-12-03,9420,0.53
960,2003-12-04,9220,-2.12
961,2003-12-05,9030,-2.06
962,2003-12-08,9000,-0.33
963,2003-12-09,8900,-1.11
964,2003-12-10,9060,1.8
965,2003-12-11,9050,-0.11
966,2003-12-12,9100,0.55
967,2003-12-15,9220,1.32
968,2003-12-16,9080,-1.52
969,2003-12-17,8850,-2.53
970,2003-12-18,8850,0.0
971,2003-12-19,8970,1.36
972,2003-12-22,8840,-1.45
973,2003-12-23,8840,0.0
974,2003-12-24,8780,-0.68
975,2003-12-26,8830,0.57
976,2003-12-29,8800,-0.34
977,2003-12-30,9020,2.5
978,2004-01-02,8980,-0.44
979,2004-01-05,9150,1.89
980,2004-01-06,9200,0.55
981,2004-01-07,9300,1.09
982,2004-01-08,9380,0.86
983,2004-01-09,10160,8.32
984,2004-01-12,10100,-0.59
985,2004-01-13,10060,-0.4
986,2004-01-14,9890,-1.69
987,2004-01-15,9930,0.4
988,2004-01-16,10120,1.91
989,2004-01-19,10420,2.96
990,2004-01-20,10520,0.96
991,2004-01-26,10900,3.61
992,2004-01-27,10700,-1.83
993,2004-01-28,10760,0.56
994,2004-01-29,10660,-0.93
995,2004-01-30,10480,-1.69
996,2004-02-02,10600,1.15
997,2004-02-03,10340,-2.45
998,2004-02-04,10180,-1.55
999,2004-02-05,10240,0.59
1000,2004-02-06,10540,2.93
1001,2004-02-09,10860,3.04
1002,2004-02-10,10920,0.55
1003,2004-02-11,11080,1.47
1004,2004-02-12,10980,-0.9
1005,2004-02-13,11100,1.09
1006,2004-02-16,11260,1.44
1007,2004-02-17,11200,-0.53
1008,2004-02-18,10980,-1.96
1009,2004-02-19,11100,1.09
1010,2004-02-20,10980,-1.08
1011,2004-02-23,10940,-0.36
1012,2004-02-24,10620,-2.93
1013,2004-02-25,10500,-1.13
1014,2004-02-26,10520,0.19
1015,2004-02-27,10900,3.61
1016,2004-03-02,11080,1.65
1017,2004-03-03,11080,0.0
1018,2004-03-04,11380,2.71
1019,2004-03-05,11280,-0.88
1020,2004-03-08,10980,-2.66
1021,2004-03-09,10780,-1.82
1022,2004-03-10,10620,-1.48
1023,2004-03-11,10660,0.38
1024,2004-03-12,10480,-1.69
1025,2004-03-15,10500,0.19
1026,2004-03-16,10560,0.57
1027,2004-03-17,10900,3.22
1028,2004-03-18,10880,-0.18
1029,2004-03-19,11100,2.02
1030,2004-03-22,10880,-1.98
1031,2004-03-23,10820,-0.55
1032,2004-03-24,10840,0.18
1033,2004-03-25,10700,-1.29
1034,2004-03-26,10900,1.87
1035,2004-03-29,11100,1.83
1036,2004-03-30,11200,0.9
1037,2004-03-31,11440,2.14
1038,2004-04-01,11500,0.52
1039,2004-04-02,11300,-1.74
1040,2004-04-06,11900,5.31
1041,2004-04-07,12000,0.84
1042,2004-04-08,12100,0.83
1043,2004-04-09,11900,-1.65
1044,2004-04-12,12200,2.52
1045,2004-04-13,12320,0.98
1046,2004-04-14,12300,-0.16
1047,2004-04-16,11880,-3.41
1048,2004-04-19,11980,0.84
1049,2004-04-20,12300,2.67
1050,2004-04-21,12500,1.63
1051,2004-04-22,12400,-0.8
1052,2004-04-23,12740,2.74
1053,2004-04-26,12520,-1.73
1054,2004-04-27,12360,-1.28
1055,2004-04-28,12040,-2.59
1056,2004-04-29,11520,-4.32
1057,2004-04-30,11140,-3.3
1058,2004-05-03,11120,-0.18
1059,2004-05-04,11100,-0.18
1060,2004-05-06,10560,-4.86
1061,2004-05-07,10800,2.27
1062,2004-05-10,10180,-5.74
1063,2004-05-11,10020,-1.57
1064,2004-05-12,10500,4.79
1065,2004-05-13,10140,-3.43
1066,2004-05-14,9830,-3.06
1067,2004-05-17,9160,-6.82
1068,2004-05-18,9470,3.38
1069,2004-05-19,10000,5.6
1070,2004-05-20,9890,-1.1
1071,2004-05-21,10040,1.52
1072,2004-05-24,10220,1.79
1073,2004-05-25,9840,-3.72
1074,2004-05-27,10120,2.85
1075,2004-05-28,10400,2.77
1076,2004-05-31,10120,-2.69
1077,2004-06-01,10300,1.78
1078,2004-06-02,10040,-2.52
1079,2004-06-03,9470,-5.68
1080,2004-06-04,9620,1.58
1081,2004-06-07,9920,3.12
1082,2004-06-08,9960,0.4
1083,2004-06-09,9660,-3.01
1084,2004-06-10,9360,-3.11
1085,2004-06-11,8730,-6.73
1086,2004-06-14,8570,-1.83
1087,2004-06-15,8770,2.33
1088,2004-06-16,8720,-0.57
1089,2004-06-17,8840,1.38
1090,2004-06-18,8710,-1.47
1091,2004-06-21,8920,2.41
1092,2004-06-22,8880,-0.45
1093,2004-06-23,8980,1.13
1094,2004-06-24,9390,4.57
1095,2004-06-25,9640,2.66
1096,2004-06-28,9360,-2.9
1097,2004-06-29,9420,0.64
1098,2004-06-30,9540,1.27
1099,2004-07-01,9300,-2.52
1100,2004-07-02,8880,-4.52
1101,2004-07-05,8860,-0.23
1102,2004-07-06,8820,-0.45
1103,2004-07-07,8740,-0.91
1104,2004-07-08,8400,-3.89
1105,2004-07-09,8480,0.95
1106,2004-07-12,8460,-0.24
1107,2004-07-13,8670,2.48
1108,2004-07-14,8360,-3.58
1109,2004-07-15,8170,-2.27
1110,2004-07-16,8460,3.55
1111,2004-07-19,8530,0.83
1112,2004-07-20,8340,-2.23
1113,2004-07-21,8590,3.0
1114,2004-07-22,8350,-2.79
1115,2004-07-23,8360,0.12
1116,2004-07-26,8360,0.0
1117,2004-07-27,8400,0.48
1118,2004-07-28,8460,0.71
1119,2004-07-29,8220,-2.84
1120,2004-07-30,8340,1.46
1121,2004-08-02,8160,-2.16
1122,2004-08-03,8260,1.23
1123,2004-08-04,8260,0.0
1124,2004-08-05,8460,2.42
1125,2004-08-06,8390,-0.83
1126,2004-08-09,8380,-0.12
1127,2004-08-10,8480,1.19
1128,2004-08-11,8510,0.35
1129,2004-08-12,8620,1.29
1130,2004-08-13,8760,1.62
1131,2004-08-16,8600,-1.83
1132,2004-08-17,8510,-1.05
1133,2004-08-18,8600,1.06
1134,2004-08-19,8830,2.67
1135,2004-08-20,8680,-1.7
1136,2004-08-23,8760,0.92
1137,2004-08-24,8900,1.6
1138,2004-08-25,9020,1.35
1139,2004-08-26,9120,1.11
1140,2004-08-27,9170,0.55
1141,2004-08-30,9160,-0.11
1142,2004-08-31,9020,-1.53
1143,2004-09-01,9060,0.44
1144,2004-09-02,9040,-0.22
1145,2004-09-03,8730,-3.43
1146,2004-09-06,8670,-0.69
1147,2004-09-07,8680,0.12
1148,2004-09-08,8670,-0.12
1149,2004-09-09,8780,1.27
1150,2004-09-10,9150,4.21
1151,2004-09-13,9500,3.83
1152,2004-09-14,9670,1.79
1153,2004-09-15,9560,-1.14
1154,2004-09-16,9600,0.42
1155,2004-09-17,9390,-2.19
1156,2004-09-20,9380,-0.11
1157,2004-09-21,9480,1.07
1158,2004-09-22,9250,-2.43
1159,2004-09-23,9200,-0.54
1160,2004-09-24,9180,-0.22
1161,2004-09-30,9160,-0.22
1162,2004-10-01,9220,0.66
1163,2004-10-04,9800,6.29
1164,2004-10-05,9760,-0.41
1165,2004-10-06,9890,1.33
1166,2004-10-07,9760,-1.31
1167,2004-10-08,9530,-2.36
1168,2004-10-11,9330,-2.1
1169,2004-10-12,8920,-4.39
1170,2004-10-13,8980,0.67
1171,2004-10-14,8880,-1.11
1172,2004-10-15,8740,-1.58
1173,2004-10-18,8650,-1.03
1174,2004-10-19,8770,1.39
1175,2004-10-20,8570,-2.28
1176,2004-10-21,8580,0.12
1177,2004-10-22,8750,1.98
1178,2004-10-25,8560,-2.17
1179,2004-10-26,8600,0.47
1180,2004-10-27,8580,-0.23
1181,2004-10-28,8790,2.45
1182,2004-10-29,8790,0.0
1183,2004-11-01,8790,0.0
1184,2004-11-02,8800,0.11
1185,2004-11-03,9100,3.41
1186,2004-11-04,8960,-1.54
1187,2004-11-05,9050,1.0
1188,2004-11-08,8800,-2.76
1189,2004-11-09,8620,-2.05
1190,2004-11-10,8780,1.86
1191,2004-11-11,8740,-0.46
1192,2004-11-12,8970,2.63
1193,2004-11-15,9130,1.78
1194,2004-11-16,9110,-0.22
1195,2004-11-17,9230,1.32
1196,2004-11-18,9270,0.43
1197,2004-11-19,9080,-2.05
1198,2004-11-22,8800,-3.08
1199,2004-11-23,8820,0.23
1200,2004-11-24,8790,-0.34
1201,2004-11-25,8820,0.34
1202,2004-11-26,8660,-1.81
1203,2004-11-29,8520,-1.62
1204,2004-11-30,8690,2.0
1205,2004-12-01,8580,-1.27
1206,2004-12-02,8570,-0.12
1207,2004-12-03,8520,-0.58
1208,2004-12-06,8360,-1.88
1209,2004-12-07,8220,-1.67
1210,2004-12-08,8390,2.07
1211,2004-12-09,8260,-1.55
1212,2004-12-10,8120,-1.69
1213,2004-12-13,8040,-0.99
1214,2004-12-14,8250,2.61
1215,2004-12-15,8570,3.88
1216,2004-12-16,8800,2.68
1217,2004-12-17,8880,0.91
1218,2004-12-20,8900,0.23
1219,2004-12-21,8920,0.22
1220,2004-12-22,8850,-0.78
1221,2004-12-23,8690,-1.81
1222,2004-12-24,8660,-0.35
1223,2004-12-27,8750,1.04
1224,2004-12-28,8720,-0.34
1225,2004-12-29,8890,1.95
1226,2004-12-30,9010,1.35
1227,2005-01-03,9020,0.11
1228,2005-01-04,8940,-0.89
1229,2005-01-05,8860,-0.89
1230,2005-01-06,8700,-1.81
1231,2005-01-07,8810,1.26
1232,2005-01-10,8760,-0.57
1233,2005-01-11,8840,0.91
1234,2005-01-12,8840,0.0
1235,2005-01-13,8880,0.45
1236,2005-01-14,9430,6.19
1237,2005-01-17,9850,4.45
1238,2005-01-18,9720,-1.32
1239,2005-01-19,9600,-1.23
1240,2005-01-20,9600,0.0
1241,2005-01-21,9720,1.25
1242,2005-01-24,9760,0.41
1243,2005-01-25,9670,-0.92
1244,2005-01-26,9810,1.45
1245,2005-01-27,9840,0.31
1246,2005-01-28,9780,-0.61
1247,2005-01-31,9900,1.23
1248,2005-02-01,9830,-0.71
1249,2005-02-02,9810,-0.2
1250,2005-02-03,9920,1.12
1251,2005-02-04,9910,-0.1
1252,2005-02-07,10200,2.93
1253,2005-02-11,10120,-0.78
1254,2005-02-14,10340,2.17
1255,2005-02-15,10380,0.39
1256,2005-02-16,10400,0.19
1257,2005-02-17,10340,-0.58
1258,2005-02-18,10540,1.93
1259,2005-02-21,10560,0.19
1260,2005-02-22,10440,-1.14
1261,2005-02-23,10220,-2.11
1262,2005-02-24,10380,1.57
1263,2005-02-25,10440,0.58
1264,2005-02-28,10540,0.96
1265,2005-03-02,10340,-1.9
1266,2005-03-03,10380,0.39
1267,2005-03-04,10200,-1.73
1268,2005-03-07,10140,-0.59
1269,2005-03-08,10040,-0.99
1270,2005-03-09,10000,-0.4
1271,2005-03-10,9990,-0.1
1272,2005-03-11,10380,3.9
1273,2005-03-14,10200,-1.73
1274,2005-03-15,10040,-1.57
1275,2005-03-16,10060,0.2
1276,2005-03-17,9920,-1.39
1277,2005-03-18,9900,-0.2
1278,2005-03-21,9840,-0.61
1279,2005-03-22,9920,0.81
1280,2005-03-23,9970,0.5
1281,2005-03-24,10060,0.9
1282,2005-03-25,10100,0.4
1283,2005-03-28,10200,0.99
1284,2005-03-29,10040,-1.57
1285,2005-03-30,9960,-0.8
1286,2005-03-31,10040,0.8
1287,2005-04-01,10240,1.99
1288,2005-04-04,10340,0.98
1289,2005-04-06,10360,0.19
1290,2005-04-07,10360,0.0
1291,2005-04-08,10440,0.77
1292,2005-04-11,10340,-0.96
1293,2005-04-12,10400,0.58
1294,2005-04-13,10360,-0.38
1295,2005-04-14,10040,-3.09
1296,2005-04-15,9830,-2.09
1297,2005-04-18,9520,-3.15
1298,2005-04-19,9480,-0.42
1299,2005-04-20,9400,-0.84
1300,2005-04-21,9320,-0.85
1301,2005-04-22,9340,0.21
1302,2005-04-25,9490,1.61
1303,2005-04-26,9420,-0.74
1304,2005-04-27,9280,-1.49
1305,2005-04-28,9200,-0.86
1306,2005-04-29,9040,-1.74
1307,2005-05-02,9110,0.77
1308,2005-05-03,9100,-0.11
1309,2005-05-04,9290,2.09
1310,2005-05-06,9480,2.05
1311,2005-05-09,9500,0.21
1312,2005-05-10,9540,0.42
1313,2005-05-11,9440,-1.05
1314,2005-05-12,9500,0.64
1315,2005-05-13,9630,1.37
1316,2005-05-16,9760,1.35
1317,2005-05-17,9790,0.31
1318,2005-05-18,9790,0.0
1319,2005-05-19,9970,1.84
1320,2005-05-20,9970,0.0
1321,2005-05-23,9960,-0.1
1322,2005-05-24,9900,-0.6
1323,2005-05-25,9690,-2.12
1324,2005-05-26,9640,-0.52
1325,2005-05-27,9800,1.66
1326,2005-05-30,9870,0.71
1327,2005-05-31,9780,-0.91
1328,2005-06-01,9780,0.0
1329,2005-06-02,9750,-0.31
1330,2005-06-03,9760,0.1
1331,2005-06-07,9610,-1.54
1332,2005-06-08,9550,-0.62
1333,2005-06-09,9600,0.52
1334,2005-06-10,9830,2.4
1335,2005-06-13,9960,1.32
1336,2005-06-14,9930,-0.3
1337,2005-06-15,10000,0.7
1338,2005-06-16,9970,-0.3
1339,2005-06-17,9870,-1.0
1340,2005-06-20,9810,-0.61
1341,2005-06-21,9760,-0.51
1342,2005-06-22,9860,1.02
1343,2005-06-23,9960,1.01
1344,2005-06-24,9820,-1.41
1345,2005-06-27,9770,-0.51
1346,2005-06-28,9790,0.2
1347,2005-06-29,9800,0.1
1348,2005-06-30,9880,0.82
1349,2005-07-01,10020,1.42
1350,2005-07-04,10060,0.4
1351,2005-07-05,10040,-0.2
1352,2005-07-06,10080,0.4
1353,2005-07-07,10320,2.38
1354,2005-07-08,10320,0.0
1355,2005-07-11,10660,3.29
1356,2005-07-12,10820,1.5
1357,2005-07-13,10940,1.11
1358,2005-07-14,10940,0.0
1359,2005-07-15,10840,-0.91
1360,2005-07-18,10980,1.29
1361,2005-07-19,11220,2.19
1362,2005-07-20,11160,-0.53
1363,2005-07-21,11260,0.9
1364,2005-07-22,11040,-1.95
1365,2005-07-25,11100,0.54
1366,2005-07-26,11020,-0.72
1367,2005-07-27,11020,0.0
1368,2005-07-28,11200,1.63
1369,2005-07-29,11300,0.89
1370,2005-08-01,11380,0.71
1371,2005-08-02,11360,-0.18
1372,2005-08-03,11360,0.0
1373,2005-08-04,11320,-0.35
1374,2005-08-05,11060,-2.3
1375,2005-08-08,11020,-0.36
1376,2005-08-09,11000,-0.18
1377,2005-08-10,11100,0.91
1378,2005-08-11,11340,2.16
1379,2005-08-12,11560,1.94
1380,2005-08-16,11440,-1.04
1381,2005-08-17,11440,0.0
1382,2005-08-18,11100,-2.97
1383,2005-08-19,11060,-0.36
1384,2005-08-22,11260,1.81
1385,2005-08-23,11240,-0.18
1386,2005-08-24,11120,-1.07
1387,2005-08-25,11040,-0.72
1388,2005-08-26,10980,-0.54
1389,2005-08-29,10800,-1.64
1390,2005-08-30,10820,0.19
1391,2005-08-31,10880,0.55
1392,2005-09-01,10980,0.92
1393,2005-09-02,11080,0.91
1394,2005-09-05,11220,1.26
1395,2005-09-06,11380,1.43
1396,2005-09-07,11580,1.76
1397,2005-09-08,11740,1.38
1398,2005-09-09,11780,0.34
1399,2005-09-12,11780,0.0
1400,2005-09-13,12120,2.89
1401,2005-09-14,12260,1.16
1402,2005-09-15,12140,-0.98
1403,2005-09-16,11860,-2.31
1404,2005-09-20,11860,0.0
1405,2005-09-21,12020,1.35
1406,2005-09-22,12000,-0.17
1407,2005-09-23,11700,-2.5
1408,2005-09-26,11940,2.05
1409,2005-09-27,11860,-0.67
1410,2005-09-28,11960,0.84
1411,2005-09-29,11800,-1.34
1412,2005-09-30,11760,-0.34
1413,2005-10-04,12040,2.38
1414,2005-10-05,12020,-0.17
1415,2005-10-06,11720,-2.5
1416,2005-10-07,11620,-0.85
1417,2005-10-10,11860,2.07
1418,2005-10-11,11980,1.01
1419,2005-10-12,11560,-3.51
1420,2005-10-13,11240,-2.77
1421,2005-10-14,11240,0.0
1422,2005-10-17,11260,0.18
1423,2005-10-18,11300,0.36
1424,2005-10-19,11000,-2.65
1425,2005-10-20,11120,1.09
1426,2005-10-21,11280,1.44
1427,2005-10-24,11340,0.53
1428,2005-10-25,11300,-0.35
1429,2005-10-26,11260,-0.35
1430,2005-10-27,11160,-0.89
1431,2005-10-28,10920,-2.15
1432,2005-10-31,11040,1.1
1433,2005-11-01,11280,2.17
1434,2005-11-02,11500,1.95
1435,2005-11-03,11740,2.09
1436,2005-11-04,11980,2.04
1437,2005-11-07,12000,0.17
1438,2005-11-08,12060,0.5
1439,2005-11-09,12020,-0.33
1440,2005-11-10,12100,0.67
1441,2005-11-11,12360,2.15
1442,2005-11-14,12520,1.29
1443,2005-11-15,12420,-0.8
1444,2005-11-16,12600,1.45
1445,2005-11-17,12480,-0.95
1446,2005-11-18,12540,0.48
1447,2005-11-21,12420,-0.96
1448,2005-11-22,11800,-4.99
1449,2005-11-23,12140,2.88
1450,2005-11-24,12160,0.16
1451,2005-11-25,12000,-1.32
1452,2005-11-28,12020,0.17
1453,2005-11-29,11880,-1.16
1454,2005-11-30,11960,0.67
1455,2005-12-01,12120,1.34
1456,2005-12-02,12340,1.82
1457,2005-12-05,12440,0.81
1458,2005-12-06,12600,1.29
1459,2005-12-07,12820,1.75
1460,2005-12-08,12660,-1.25
1461,2005-12-09,12440,-1.74
1462,2005-12-12,12360,-0.64
1463,2005-12-13,12360,0.0
1464,2005-12-14,12180,-1.46
1465,2005-12-15,12180,0.0
1466,2005-12-16,12040,-1.15
1467,2005-12-19,12160,1.0
1468,2005-12-20,12240,0.66
1469,2005-12-21,12560,2.61
1470,2005-12-22,12680,0.96
1471,2005-12-23,12900,1.74
1472,2005-12-26,13080,1.4
1473,2005-12-27,13240,1.22
1474,2005-12-28,13220,-0.15
1475,2005-12-29,13180,-0.3
1476,2006-01-02,13180,0.0
1477,2006-01-03,13300,0.91
1478,2006-01-04,13980,5.11
1479,2006-01-05,13580,-2.86
1480,2006-01-06,13740,1.18
1481,2006-01-09,13760,0.15
1482,2006-01-10,13960,1.45
1483,2006-01-11,13660,-2.15
1484,2006-01-12,13680,0.15
1485,2006-01-13,13880,1.46
1486,2006-01-16,14120,1.73
1487,2006-01-17,13940,-1.27
1488,2006-01-18,13600,-2.44
1489,2006-01-19,13780,1.32
1490,2006-01-20,13740,-0.29
1491,2006-01-23,13700,-0.29
1492,2006-01-24,13960,1.9
1493,2006-01-25,14280,2.29
1494,2006-01-26,14320,0.28
1495,2006-01-27,14400,0.56
1496,2006-01-31,14800,2.78
1497,2006-02-01,14600,-1.35
1498,2006-02-02,14500,-0.68
1499,2006-02-03,14080,-2.9
1500,2006-02-06,14120,0.28
1501,2006-02-07,14120,0.0
1502,2006-02-08,13800,-2.27
1503,2006-02-09,13820,0.14
1504,2006-02-10,13740,-0.58
1505,2006-02-13,13560,-1.31
1506,2006-02-14,13460,-0.74
1507,2006-02-15,13080,-2.82
1508,2006-02-16,13120,0.31
1509,2006-02-17,13460,2.59
1510,2006-02-20,13660,1.49
1511,2006-02-21,13440,-1.61
1512,2006-02-22,13400,-0.3
1513,2006-02-23,13620,1.64
1514,2006-02-24,13620,0.0
1515,2006-02-27,13820,1.47
1516,2006-02-28,13740,-0.58
1517,2006-03-02,13720,-0.15
1518,2006-03-03,13040,-4.96
1519,2006-03-06,13160,0.92
1520,2006-03-07,12580,-4.41
1521,2006-03-08,12460,-0.95
1522,2006-03-09,12300,-1.28
1523,2006-03-10,12400,0.81
1524,2006-03-13,12640,1.94
1525,2006-03-14,12480,-1.27
1526,2006-03-15,12580,0.8
1527,2006-03-16,12640,0.48
1528,2006-03-17,12740,0.79
1529,2006-03-20,12760,0.16
1530,2006-03-21,12700,-0.47
1531,2006-03-22,12280,-3.31
1532,2006-03-23,12160,-0.98
1533,2006-03-24,12180,0.16
1534,2006-03-27,12480,2.46
1535,2006-03-28,12560,0.64
1536,2006-03-29,12520,-0.32
1537,2006-03-30,12460,-0.48
1538,2006-03-31,12600,1.12
1539,2006-04-03,12920,2.54
1540,2006-04-04,13060,1.08
1541,2006-04-05,12960,-0.77
1542,2006-04-06,13140,1.39
1543,2006-04-07,13080,-0.46
1544,2006-04-10,12840,-1.83
1545,2006-04-11,12720,-0.93
1546,2006-04-12,12600,-0.94
1547,2006-04-13,12760,1.27
1548,2006-04-14,13100,2.66
1549,2006-04-17,12960,-1.07
1550,2006-04-18,13100,1.08
1551,2006-04-19,13300,1.53
1552,2006-04-20,13260,-0.3
1553,2006-04-21,13800,4.07
1554,2006-04-24,13460,-2.46
1555,2006-04-25,13200,-1.93
1556,2006-04-26,13360,1.21
1557,2006-04-27,13280,-0.6
1558,2006-04-28,12880,-3.01
1559,2006-05-02,12980,0.78
1560,2006-05-03,12780,-1.54
1561,2006-05-04,12900,0.94
1562,2006-05-08,13100,1.55
1563,2006-05-09,13220,0.92
1564,2006-05-10,13140,-0.61
1565,2006-05-11,13260,0.91
1566,2006-05-12,13100,-1.21
1567,2006-05-15,13000,-0.76
1568,2006-05-16,12820,-1.38
1569,2006-05-17,13060,1.87
1570,2006-05-18,12820,-1.84
1571,2006-05-19,12760,-0.47
1572,2006-05-22,12480,-2.19
1573,2006-05-23,12600,0.96
1574,2006-05-24,12580,-0.16
1575,2006-05-25,12320,-2.07
1576,2006-05-26,12400,0.65
1577,2006-05-29,12440,0.32
1578,2006-05-30,12240,-1.61
1579,2006-06-01,12120,-0.98
1580,2006-06-02,12280,1.32
1581,2006-06-05,12260,-0.16
1582,2006-06-07,11980,-2.28
1583,2006-06-08,11500,-4.01
1584,2006-06-09,11500,0.0
1585,2006-06-12,11440,-0.52
1586,2006-06-13,10980,-4.02
1587,2006-06-14,11060,0.73
1588,2006-06-15,11060,0.0
1589,2006-06-16,11420,3.25
1590,2006-06-19,11280,-1.23
1591,2006-06-20,11120,-1.42
1592,2006-06-21,11120,0.0
1593,2006-06-22,11300,1.62
1594,2006-06-23,11360,0.53
1595,2006-06-26,11640,2.46
1596,2006-06-27,11660,0.17
1597,2006-06-28,11600,-0.51
1598,2006-06-29,11800,1.72
1599,2006-06-30,12060,2.2
1600,2006-07-03,12100,0.33
1601,2006-07-04,12020,-0.66
1602,2006-07-05,12060,0.33
1603,2006-07-06,11960,-0.83
1604,2006-07-07,12020,0.5
1605,2006-07-10,12120,0.83
1606,2006-07-11,12160,0.33
1607,2006-07-12,12160,0.0
1608,2006-07-13,12000,-1.32
1609,2006-07-14,11680,-2.67
1610,2006-07-18,11640,-0.34
1611,2006-07-19,11600,-0.34
1612,2006-07-20,11960,3.1
1613,2006-07-21,11940,-0.17
1614,2006-07-24,11760,-1.51
1615,2006-07-25,11960,1.7
1616,2006-07-26,11980,0.17
1617,2006-07-27,12080,0.83
1618,2006-07-28,12000,-0.66
1619,2006-07-31,12160,1.33
1620,2006-08-01,12100,-0.49
1621,2006-08-02,12180,0.66
1622,2006-08-03,12200,0.16
1623,2006-08-04,12300,0.82
1624,2006-08-07,12120,-1.46
1625,2006-08-08,12300,1.49
1626,2006-08-09,12320,0.16
1627,2006-08-10,12280,-0.32
1628,2006-08-11,12140,-1.14
1629,2006-08-14,12100,-0.33
1630,2006-08-16,12360,2.15
1631,2006-08-17,12880,4.21
1632,2006-08-18,13160,2.17
1633,2006-08-21,13140,-0.15
1634,2006-08-22,13160,0.15
1635,2006-08-23,12920,-1.82
1636,2006-08-24,12740,-1.39
1637,2006-08-25,12920,1.41
1638,2006-08-28,12860,-0.46
1639,2006-08-29,13200,2.64
1640,2006-08-30,13040,-1.21
1641,2006-08-31,13000,-0.31
1642,2006-09-01,13060,0.46
1643,2006-09-04,13120,0.46
1644,2006-09-05,13140,0.15
1645,2006-09-06,13080,-0.46
1646,2006-09-07,12980,-0.76
1647,2006-09-08,12940,-0.31
1648,2006-09-11,12660,-2.16
1649,2006-09-12,12640,-0.16
1650,2006-09-13,12840,1.58
1651,2006-09-14,13100,2.02
1652,2006-09-15,13120,0.15
1653,2006-09-18,13460,2.59
1654,2006-09-19,13440,-0.15
1655,2006-09-20,13340,-0.74
