,날짜,종가,등락율
1656,2006-09-21,13300,-0.3
1657,2006-09-22,13080,-1.65
1658,2006-09-25,13000,-0.61
1659,2006-09-26,13020,0.15
1660,2006-09-27,13180,1.23
1661,2006-09-28,13360,1.37
1662,2006-09-29,13280,-0.6
1663,2006-10-02,13300,0.15
1664,2006-10-04,12960,-2.56
1665,2006-10-09,12840,-0.93
1666,2006-10-10,12800,-0.31
1667,2006-10-11,12800,0.0
1668,2006-10-12,12720,-0.62
1669,2006-10-13,12880,1.26
1670,2006-10-16,13000,0.93
1671,2006-10-17,12940,-0.46
1672,2006-10-18,12840,-0.77
1673,2006-10-19,12720,-0.93
1674,2006-10-20,12620,-0.79
1675,2006-10-23,12500,-0.95
1676,2006-10-24,12520,0.16
1677,2006-10-25,12500,-0.16
1678,2006-10-26,12580,0.64
1679,2006-10-27,12400,-1.43
1680,2006-10-30,12180,-1.77
1681,2006-10-31,12220,0.33
1682,2006-11-01,12300,0.65
1683,2006-11-02,12280,-0.16
1684,2006-11-03,12220,-0.49
1685,2006-11-06,12100,-0.98
1686,2006-11-07,12180,0.66
1687,2006-11-08,12300,0.99
1688,2006-11-09,12620,2.6
1689,2006-11-10,12580,-0.32
1690,2006-11-13,12780,1.59
1691,2006-11-14,12940,1.25
1692,2006-11-15,13240,2.32
1693,2006-11-16,13140,-0.76
1694,2006-11-17,13080,-0.46
1695,2006-11-20,13040,-0.31
1696,2006-11-21,13000,-0.31
1697,2006-11-22,13200,1.54
1698,2006-11-23,13080,-0.91
1699,2006-11-24,13040,-0.31
1700,2006-11-27,12840,-1.53
1701,2006-11-28,12600,-1.87
1702,2006-11-29,12580,-0.16
1703,2006-11-30,12760,1.43
1704,2006-12-01,12800,0.31
1705,2006-12-04,12820,0.16
1706,2006-12-05,12760,-0.47
1707,2006-12-06,12700,-0.47
1708,2006-12-07,12520,-1.42
1709,2006-12-08,12220,-2.4
1710,2006-12-11,12080,-1.15
1711,2006-12-12,12000,-0.66
1712,2006-12-13,12040,0.33
1713,2006-12-14,12280,1.99
1714,2006-12-15,12160,-0.98
1715,2006-12-18,12200,0.33
1716,2006-12-19,12200,0.0
1717,2006-12-20,12320,0.98
1718,2006-12-21,12300,-0.16
1719,2006-12-22,12200,-0.81
1720,2006-12-26,12120,-0.66
1721,2006-12-27,12240,0.99
1722,2006-12-28,12260,0.16
1723,2007-01-02,12500,1.96
1724,2007-01-03,12220,-2.24
1725,2007-01-04,12140,-0.65
1726,2007-01-05,11900,-1.98
1727,2007-01-08,11640,-2.18
1728,2007-01-09,11720,0.69
1729,2007-01-10,11560,-1.37
1730,2007-01-11,11640,0.69
1731,2007-01-12,12060,3.61
1732,2007-01-15,12240,1.49
1733,2007-01-16,12260,0.16
1734,2007-01-17,12040,-1.79
1735,2007-01-18,11900,-1.16
1736,2007-01-19,11700,-1.68
1737,2007-01-22,11820,1.03
1738,2007-01-23,11920,0.85
1739,2007-01-24,12020,0.84
1740,2007-01-25,12060,0.33
1741,2007-01-26,11740,-2.65
1742,2007-01-29,11560,-1.53
1743,2007-01-30,11660,0.87
1744,2007-01-31,11580,-0.69
1745,2007-02-01,11600,0.17
1746,2007-02-02,11740,1.21
1747,2007-02-05,11720,-0.17
1748,2007-02-06,11740,0.17
1749,2007-02-07,11720,-0.17
1750,2007-02-08,11620,-0.85
1751,2007-02-09,11700,0.69
1752,2007-02-12,11440,-2.22
1753,2007-02-13,11240,-1.75
1754,2007-02-14,11340,0.89
1755,2007-02-15,11480,1.23
1756,2007-02-16,11800,2.79
1757,2007-02-20,12000,1.69
1758,2007-02-21,12120,1.0
1759,2007-02-22,12040,-0.66
1760,2007-02-23,11860,-1.5
1761,2007-02-26,11660,-1.69
1762,2007-02-27,11620,-0.34
1763,2007-02-28,11340,-2.41
1764,2007-03-02,11320,-0.18
1765,2007-03-05,11260,-0.53
1766,2007-03-06,11380,1.07
1767,2007-03-07,11400,0.18
1768,2007-03-08,11480,0.7
1769,2007-03-09,11720,2.09
1770,2007-03-12,12040,2.73
1771,2007-03-13,12000,-0.33
1772,2007-03-14,11680,-2.67
1773,2007-03-15,11720,0.34
1774,2007-03-16,11780,0.51
1775,2007-03-19,11740,-0.34
1776,2007-03-20,11580,-1.36
1777,2007-03-21,11580,0.0
1778,2007-03-22,11640,0.52
1779,2007-03-23,11600,-0.34
1780,2007-03-26,11680,0.69
1781,2007-03-27,11600,-0.68
1782,2007-03-28,11440,-1.38
1783,2007-03-29,11380,-0.52
1784,2007-03-30,11260,-1.05
1785,2007-04-02,11320,0.53
1786,2007-04-03,11480,1.41
1787,2007-04-04,11900,3.66
1788,2007-04-05,11860,-0.34
1789,2007-04-06,11740,-1.01
1790,2007-04-09,11680,-0.51
1791,2007-04-10,11560,-1.03
1792,2007-04-11,11980,3.63
1793,2007-04-12,12080,0.83
1794,2007-04-13,12020,-0.5
1795,2007-04-16,11860,-1.33
1796,2007-04-17,11860,0.0
1797,2007-04-18,11660,-1.69
1798,2007-04-19,11380,-2.4
1799,2007-04-20,11460,0.7
1800,2007-04-23,11400,-0.52
1801,2007-04-24,11420,0.18
1802,2007-04-25,11280,-1.23
1803,2007-04-26,11600,2.84
1804,2007-04-27,11600,0.0
1805,2007-04-30,11480,-1.03
1806,2007-05-02,11500,0.17
1807,2007-05-03,11480,-0.17
1808,2007-05-04,11520,0.35
1809,2007-05-07,11740,1.91
1810,2007-05-08,11640,-0.85
1811,2007-05-09,11600,-0.34
1812,2007-05-10,11500,-0.86
1813,2007-05-11,11460,-0.35
1814,2007-05-14,11480,0.17
1815,2007-05-15,11460,-0.17
1816,2007-05-16,11400,-0.52
1817,2007-05-17,11320,-0.7
1818,2007-05-18,11080,-2.12
1819,2007-05-21,11040,-0.36
1820,2007-05-22,11300,2.36
1821,2007-05-23,11240,-0.53
1822,2007-05-25,11040,-1.78
1823,2007-05-28,10960,-0.72
1824,2007-05-29,10740,-2.01
1825,2007-05-30,10640,-0.93
1826,2007-05-31,10700,0.56
1827,2007-06-01,11120,3.93
1828,2007-06-04,11440,2.88
1829,2007-06-05,11420,-0.17
1830,2007-06-07,11380,-0.35
1831,2007-06-08,11440,0.53
1832,2007-06-11,11560,1.05
1833,2007-06-12,11560,0.0
1834,2007-06-13,11460,-0.87
1835,2007-06-14,11620,1.4
1836,2007-06-15,11480,-1.2
1837,2007-06-18,11780,2.61
1838,2007-06-19,11700,-0.68
1839,2007-06-20,11540,-1.37
1840,2007-06-21,11780,2.08
1841,2007-06-22,11820,0.34
1842,2007-06-25,11760,-0.51
1843,2007-06-26,11760,0.0
1844,2007-06-27,11620,-1.19
1845,2007-06-28,11560,-0.52
1846,2007-06-29,11320,-2.08
1847,2007-07-02,11300,-0.18
1848,2007-07-03,11420,1.06
1849,2007-07-04,11560,1.23
1850,2007-07-05,11820,2.25
1851,2007-07-06,12540,6.09
1852,2007-07-09,12860,2.55
1853,2007-07-10,12580,-2.18
1854,2007-07-11,12700,0.95
1855,2007-07-12,12920,1.73
1856,2007-07-13,13740,6.35
1857,2007-07-16,13000,-5.39
1858,2007-07-18,12800,-1.54
1859,2007-07-19,12720,-0.62
1860,2007-07-20,13220,3.93
1861,2007-07-23,13160,-0.45
1862,2007-07-24,13080,-0.61
1863,2007-07-25,12960,-0.92
1864,2007-07-26,12520,-3.4
1865,2007-07-27,11920,-4.79
1866,2007-07-30,12200,2.35
1867,2007-07-31,12280,0.66
1868,2007-08-01,11620,-5.37
1869,2007-08-02,11800,1.55
1870,2007-08-03,11800,0.0
1871,2007-08-06,11680,-1.02
1872,2007-08-07,11680,0.0
1873,2007-08-08,12040,3.08
1874,2007-08-09,12420,3.16
1875,2007-08-10,12060,-2.9
1876,2007-08-13,12260,1.66
1877,2007-08-14,12240,-0.16
1878,2007-08-16,11600,-5.23
1879,2007-08-17,11440,-1.38
1880,2007-08-20,11800,3.15
1881,2007-08-21,11840,0.34
1882,2007-08-22,11880,0.34
1883,2007-08-23,11980,0.84
1884,2007-08-24,11720,-2.17
1885,2007-08-27,11540,-1.54
1886,2007-08-28,11520,-0.17
1887,2007-08-29,11240,-2.43
1888,2007-08-30,11440,1.78
1889,2007-08-31,11820,3.32
1890,2007-09-03,11520,-2.54
1891,2007-09-04,11500,-0.17
1892,2007-09-05,11380,-1.04
1893,2007-09-06,11500,1.05
1894,2007-09-07,11500,0.0
1895,2007-09-10,11260,-2.09
1896,2007-09-11,11340,0.71
1897,2007-09-12,11200,-1.23
1898,2007-09-13,11240,0.36
1899,2007-09-14,11120,-1.07
1900,2007-09-17,10900,-1.98
1901,2007-09-18,10840,-0.55
1902,2007-09-19,11040,1.85
1903,2007-09-20,10920,-1.09
1904,2007-09-21,10680,-2.2
1905,2007-09-27,11160,4.49
1906,2007-09-28,11500,3.05
1907,2007-10-01,11460,-0.35
1908,2007-10-02,11580,1.05
1909,2007-10-04,11300,-2.42
1910,2007-10-05,11060,-2.12
1911,2007-10-08,11020,-0.36
1912,2007-10-09,10740,-2.54
1913,2007-10-10,11040,2.79
1914,2007-10-11,11100,0.54
1915,2007-10-12,11140,0.36
1916,2007-10-15,10840,-2.69
1917,2007-10-16,10300,-4.98
1918,2007-10-17,10300,0.0
1919,2007-10-18,10440,1.36
1920,2007-10-19,10800,3.45
1921,2007-10-22,10440,-3.33
1922,2007-10-23,10440,0.0
1923,2007-10-24,10260,-1.72
1924,2007-10-25,10140,-1.17
1925,2007-10-26,10640,4.93
1926,2007-10-29,10900,2.44
1927,2007-10-30,10880,-0.18
1928,2007-10-31,11000,1.1
1929,2007-11-01,10980,-0.18
1930,2007-11-02,10800,-1.64
1931,2007-11-05,10560,-2.22
1932,2007-11-06,10960,3.79
1933,2007-11-07,11400,4.01
1934,2007-11-08,10720,-5.96
1935,2007-11-09,10800,0.75
1936,2007-11-12,10640,-1.48
1937,2007-11-13,10640,0.0
1938,2007-11-14,10940,2.82
1939,2007-11-15,11400,4.2
1940,2007-11-16,11140,-2.28
1941,2007-11-19,10820,-2.87
1942,2007-11-20,10620,-1.85
1943,2007-11-21,10300,-3.01
1944,2007-11-22,10780,4.66
1945,2007-11-23,11140,3.34
1946,2007-11-26,11260,1.08
1947,2007-11-27,10780,-4.26
1948,2007-11-28,10880,0.93
1949,2007-11-29,11340,4.23
1950,2007-11-30,11300,-0.35
1951,2007-12-03,11320,0.18
1952,2007-12-04,11500,1.59
1953,2007-12-05,11640,1.22
1954,2007-12-06,12240,5.15
1955,2007-12-07,12160,-0.65
1956,2007-12-10,12280,0.99
1957,2007-12-11,12060,-1.79
1958,2007-12-12,11960,-0.83
1959,2007-12-13,11800,-1.34
1960,2007-12-14,11620,-1.53
1961,2007-12-17,11200,-3.61
1962,2007-12-18,11200,0.0
1963,2007-12-20,11180,-0.18
1964,2007-12-21,11200,0.18
1965,2007-12-24,11560,3.21
1966,2007-12-26,11520,-0.35
1967,2007-12-27,11400,-1.04
1968,2007-12-28,11120,-2.46
1969,2008-01-02,10880,-2.16
1970,2008-01-03,10920,0.37
1971,2008-01-04,10780,-1.28
1972,2008-01-07,10380,-3.71
1973,2008-01-08,10320,-0.58
1974,2008-01-09,10500,1.74
1975,2008-01-10,10320,-1.71
1976,2008-01-11,10320,0.0
1977,2008-01-14,10500,1.74
1978,2008-01-15,10640,1.33
1979,2008-01-16,10600,-0.38
1980,2008-01-17,11200,5.66
1981,2008-01-18,11340,1.25
1982,2008-01-21,11280,-0.53
1983,2008-01-22,10720,-4.96
1984,2008-01-23,10800,0.75
1985,2008-01-24,11120,2.96
1986,2008-01-25,11220,0.9
1987,2008-01-28,10780,-3.92
1988,2008-01-29,11160,3.53
1989,2008-01-30,11420,2.33
1990,2008-01-31,11900,4.2
1991,2008-02-01,11720,-1.51
1992,2008-02-04,12240,4.44
1993,2008-02-05,12260,0.16
1994,2008-02-11,11680,-4.73
1995,2008-02-12,11460,-1.88
1996,2008-02-13,11480,0.17
1997,2008-02-14,11860,3.31
1998,2008-02-15,11720,-1.18
1999,2008-02-18,11540,-1.54
2000,2008-02-19,11740,1.73
2001,2008-02-20,11560,-1.53
2002,2008-02-21,11880,2.77
2003,2008-02-22,11640,-2.02
2004,2008-02-25,11620,-0.17
2005,2008-02-26,11420,-1.72
2006,2008-02-27,11560,1.23
2007,2008-02-28,11600,0.35
2008,2008-02-29,11200,-3.45
2009,2008-03-03,10980,-1.96
2010,2008-03-04,11040,0.55
2011,2008-03-05,11240,1.81
2012,2008-03-06,11240,0.0
2013,2008-03-07,11000,-2.14
2014,2008-03-10,11080,0.73
2015,2008-03-11,11100,0.18
2016,2008-03-12,11200,0.9
2017,2008-03-13,11000,-1.79
2018,2008-03-14,10940,-0.55
2019,2008-03-17,11000,0.55
2020,2008-03-18,11360,3.27
2021,2008-03-19,11820,4.05
2022,2008-03-20,12120,2.54
2023,2008-03-21,12140,0.17
2024,2008-03-24,11980,-1.32
2025,2008-03-25,12200,1.84
2026,2008-03-26,12240,0.33
2027,2008-03-27,12100,-1.14
2028,2008-03-28,12260,1.32
2029,2008-03-31,12460,1.63
2030,2008-04-01,12720,2.09
2031,2008-04-02,13220,3.93
2032,2008-04-03,13240,0.15
2033,2008-04-04,13000,-1.81
2034,2008-04-07,13000,0.0
2035,2008-04-08,12920,-0.62
2036,2008-04-10,13120,1.55
2037,2008-04-11,13600,3.66
2038,2008-04-14,13560,-0.29
2039,2008-04-15,13160,-2.95
2040,2008-04-16,13020,-1.06
2041,2008-04-17,13220,1.54
2042,2008-04-18,13300,0.61
2043,2008-04-21,13480,1.35
2044,2008-04-22,13500,0.15
2045,2008-04-23,13060,-3.26
2046,2008-04-24,13220,1.23
2047,2008-04-25,13800,4.39
2048,2008-04-28,14320,3.77
2049,2008-04-29,14200,-0.84
2050,2008-04-30,14220,0.14
2051,2008-05-02,14620,2.81
2052,2008-05-06,14900,1.92
2053,2008-05-07,14820,-0.54
2054,2008-05-08,14560,-1.75
2055,2008-05-09,14180,-2.61
2056,2008-05-13,14700,3.67
2057,2008-05-14,14760,0.41
2058,2008-05-15,15280,3.52
2059,2008-05-16,15200,-0.52
2060,2008-05-19,14560,-4.21
2061,2008-05-20,14260,-2.06
2062,2008-05-21,14360,0.7
2063,2008-05-22,14260,-0.7
2064,2008-05-23,14140,-0.84
2065,2008-05-26,13580,-3.96
2066,2008-05-27,14040,3.39
2067,2008-05-28,13840,-1.42
2068,2008-05-29,14600,5.49
2069,2008-05-30,14820,1.51
2070,2008-06-02,14520,-2.02
2071,2008-06-03,14080,-3.03
2072,2008-06-04,14260,1.28
2073,2008-06-05,14180,-0.56
2074,2008-06-09,13720,-3.24
2075,2008-06-10,13320,-2.92
2076,2008-06-11,13620,2.25
2077,2008-06-12,13260,-2.64
2078,2008-06-13,13480,1.66
2079,2008-06-16,13820,2.52
2080,2008-06-17,13760,-0.43
2081,2008-06-18,14080,2.33
2082,2008-06-19,13500,-4.12
2083,2008-06-20,13360,-1.04
2084,2008-06-23,13160,-1.5
2085,2008-06-24,13180,0.15
2086,2008-06-25,13100,-0.61
2087,2008-06-26,13300,1.53
2088,2008-06-27,12860,-3.31
2089,2008-06-30,12500,-2.8
2090,2008-07-01,12720,1.76
2091,2008-07-02,12600,-0.94
2092,2008-07-03,12660,0.48
2093,2008-07-04,12320,-2.69
2094,2008-07-07,12280,-0.32
2095,2008-07-08,11860,-3.42
2096,2008-07-09,11500,-3.04
2097,2008-07-10,11200,-2.61
2098,2008-07-11,11360,1.43
2099,2008-07-14,11340,-0.18
2100,2008-07-15,11060,-2.47
2101,2008-07-16,11220,1.45
2102,2008-07-17,11680,4.1
2103,2008-07-18,11640,-0.34
2104,2008-07-21,11980,2.92
2105,2008-07-22,11800,-1.5
2106,2008-07-23,11740,-0.51
2107,2008-07-24,12280,4.6
2108,2008-07-25,11520,-6.19
2109,2008-07-28,11200,-2.78
2110,2008-07-29,10880,-2.86
2111,2008-07-30,10960,0.74
2112,2008-07-31,11280,2.92
2113,2008-08-01,11300,0.18
2114,2008-08-04,11300,0.0
2115,2008-08-05,11340,0.35
2116,2008-08-06,11740,3.53
2117,2008-08-07,11560,-1.53
2118,2008-08-08,11460,-0.87
2119,2008-08-11,11700,2.09
2120,2008-08-12,11900,1.71
2121,2008-08-13,11740,-1.34
2122,2008-08-14,11600,-1.19
2123,2008-08-18,11580,-0.17
2124,2008-08-19,11280,-2.59
2125,2008-08-20,11200,-0.71
2126,2008-08-21,11060,-1.25
2127,2008-08-22,11140,0.72
2128,2008-08-25,11200,0.54
2129,2008-08-26,10800,-3.57
2130,2008-08-27,10600,-1.85
2131,2008-08-28,10420,-1.7
2132,2008-08-29,10320,-0.96
2133,2008-09-01,10120,-1.94
2134,2008-09-02,10340,2.17
2135,2008-09-03,10540,1.93
2136,2008-09-04,10280,-2.47
2137,2008-09-05,10400,1.17
2138,2008-09-08,10860,4.42
2139,2008-09-09,10720,-1.29
2140,2008-09-10,10840,1.12
2141,2008-09-11,10740,-0.92
2142,2008-09-12,10860,1.12
2143,2008-09-16,10500,-3.31
2144,2008-09-17,10500,0.0
2145,2008-09-18,10340,-1.52
2146,2008-09-19,11160,7.93
2147,2008-09-22,11160,0.0
2148,2008-09-23,11200,0.36
2149,2008-09-24,11280,0.71
2150,2008-09-25,11340,0.53
2151,2008-09-26,11060,-2.47
2152,2008-09-29,10880,-1.63
2153,2008-09-30,10780,-0.92
2154,2008-10-01,10660,-1.11
2155,2008-10-02,10560,-0.94
2156,2008-10-06,10340,-2.08
2157,2008-10-07,10620,2.71
2158,2008-10-08,10560,-0.56
2159,2008-10-09,10820,2.46
2160,2008-10-10,10420,-3.7
2161,2008-10-13,10480,0.58
2162,2008-10-14,11200,6.87
2163,2008-10-15,10940,-2.32
2164,2008-10-16,10080,-7.86
2165,2008-10-17,10100,0.2
2166,2008-10-20,10420,3.17
2167,2008-10-21,10380,-0.38
2168,2008-10-22,10160,-2.12
2169,2008-10-23,9450,-6.99
2170,2008-10-24,8150,-13.76
2171,2008-10-27,8760,7.48
2172,2008-10-28,9270,5.82
2173,2008-10-29,9500,2.48
2174,2008-10-30,10740,13.05
2175,2008-10-31,10700,-0.37
2176,2008-11-03,10320,-3.55
2177,2008-11-04,10280,-0.39
2178,2008-11-05,10300,0.19
2179,2008-11-06,9830,-4.56
2180,2008-11-07,9790,-0.41
2181,2008-11-10,9490,-3.06
2182,2008-11-11,9410,-0.84
2183,2008-11-12,9610,2.13
2184,2008-11-13,9480,-1.35
2185,2008-11-14,9300,-1.9
2186,2008-11-17,9010,-3.12
2187,2008-11-18,8700,-3.44
2188,2008-11-19,8760,0.69
2189,2008-11-20,8460,-3.42
2190,2008-11-21,8840,4.49
2191,2008-11-24,8800,-0.45
2192,2008-11-25,9030,2.61
2193,2008-11-26,9460,4.76
2194,2008-11-27,9700,2.54
2195,2008-11-28,9720,0.21
2196,2008-12-01,9530,-1.95
2197,2008-12-02,9080,-4.72
2198,2008-12-03,8820,-2.86
2199,2008-12-04,8610,-2.38
2200,2008-12-05,8540,-0.81
2201,2008-12-08,9280,8.67
2202,2008-12-09,9390,1.19
2203,2008-12-10,9620,2.45
2204,2008-12-11,9650,0.31
2205,2008-12-12,9300,-3.63
2206,2008-12-15,9440,1.51
2207,2008-12-16,9140,-3.18
2208,2008-12-17,9190,0.55
2209,2008-12-18,9360,1.85
2210,2008-12-19,9790,4.59
2211,2008-12-22,9720,-0.72
2212,2008-12-23,9130,-6.07
2213,2008-12-24,9200,0.77
2214,2008-12-26,9120,-0.87
2215,2008-12-29,9080,-0.44
2216,2008-12-30,9020,-0.66
2217,2009-01-02,9400,4.21
2218,2009-01-05,9520,1.28
2219,2009-01-06,9960,4.62
2220,2009-01-07,10480,5.22
2221,2009-01-08,10160,-3.05
2222,2009-01-09,9860,-2.95
2223,2009-01-12,9790,-0.71
2224,2009-01-13,9830,0.41
2225,2009-01-14,9790,-0.41
2226,2009-01-15,9190,-6.13
2227,2009-01-16,9380,2.07
2228,2009-01-19,9500,1.28
2229,2009-01-20,9280,-2.32
2230,2009-01-21,8970,-3.34
2231,2009-01-22,9220,2.79
2232,2009-01-23,8840,-4.12
2233,2009-01-28,9770,10.52
2234,2009-01-29,9970,2.05
2235,2009-01-30,9760,-2.11
2236,2009-02-02,9470,-2.97
2237,2009-02-03,9800,3.48
2238,2009-02-04,10360,5.71
2239,2009-02-05,10420,0.58
2240,2009-02-06,10900,4.61
2241,2009-02-09,10540,-3.3
2242,2009-02-10,10400,-1.33
2243,2009-02-11,10260,-1.35
2244,2009-02-12,10400,1.36
2245,2009-02-13,10220,-1.73
2246,2009-02-16,10080,-1.37
2247,2009-02-17,9810,-2.68
2248,2009-02-18,9560,-2.55
2249,2009-02-19,9610,0.52
2250,2009-02-20,9350,-2.71
2251,2009-02-23,9700,3.74
2252,2009-02-24,9350,-3.61
2253,2009-02-25,9560,2.25
2254,2009-02-26,9540,-0.21
2255,2009-02-27,9540,0.0
2256,2009-03-02,9240,-3.14
2257,2009-03-03,9510,2.92
2258,2009-03-04,9780,2.84
2259,2009-03-05,10060,2.86
2260,2009-03-06,10060,0.0
2261,2009-03-09,10300,2.39
2262,2009-03-10,10080,-2.14
2263,2009-03-11,10500,4.17
2264,2009-03-12,10720,2.1
2265,2009-03-13,10560,-1.49
2266,2009-03-16,10460,-0.95
2267,2009-03-17,10680,2.1
2268,2009-03-18,10800,1.12
2269,2009-03-19,10820,0.19
2270,2009-03-20,10840,0.18
2271,2009-03-23,10980,1.29
2272,2009-03-24,11180,1.82
2273,2009-03-25,11120,-0.54
2274,2009-03-26,11400,2.52
2275,2009-03-27,11680,2.46
2276,2009-03-30,11340,-2.91
2277,2009-03-31,11360,0.18
2278,2009-04-01,11400,0.35
2279,2009-04-02,11820,3.68
2280,2009-04-03,11860,0.34
2281,2009-04-06,11880,0.17
2282,2009-04-07,11680,-1.68
2283,2009-04-08,11140,-4.62
2284,2009-04-09,11600,4.13
2285,2009-04-10,12060,3.97
2286,2009-04-13,11660,-3.32
2287,2009-04-14,11500,-1.37
2288,2009-04-15,11700,1.74
2289,2009-04-16,11620,-0.68
2290,2009-04-17,11940,2.75
2291,2009-04-20,11840,-0.84
2292,2009-04-21,11820,-0.17
2293,2009-04-22,12180,3.05
2294,2009-04-23,12540,2.96
2295,2009-04-24,11840,-5.58
2296,2009-04-27,11700,-1.18
2297,2009-04-28,11500,-1.71
2298,2009-04-29,11720,1.91
2299,2009-04-30,11840,1.02
2300,2009-05-04,11640,-1.69
2301,2009-05-06,11300,-2.92
2302,2009-05-07,11320,0.18
2303,2009-05-08,11380,0.53
2304,2009-05-11,11260,-1.05
2305,2009-05-12,11220,-0.36
2306,2009-05-13,11200,-0.18
2307,2009-05-14,11040,-1.43
2308,2009-05-15,11100,0.54
2309,2009-05-18,11120,0.18
2310,2009-05-19,11400,2.52
2311,2009-05-20,11520,1.05
2312,2009-05-21,11260,-2.26
2313,2009-05-22,11000,-2.31
2314,2009-05-25,10900,-0.91
2315,2009-05-26,10760,-1.28
2316,2009-05-27,10700,-0.56
2317,2009-05-28,11180,4.49
2318,2009-05-29,11160,-0.18
2319,2009-06-01,11160,0.0
2320,2009-06-02,11120,-0.36
2321,2009-06-03,11040,-0.72
2322,2009-06-04,11100,0.54
2323,2009-06-05,11380,2.52
2324,2009-06-08,11500,1.05
2325,2009-06-09,11300,-1.74
2326,2009-06-10,11740,3.89
2327,2009-06-11,11700,-0.34
2328,2009-06-12,11680,-0.17
2329,2009-06-15,11580,-0.86
2330,2009-06-16,11300,-2.42
2331,2009-06-17,11500,1.77
2332,2009-06-18,11300,-1.74
2333,2009-06-19,11240,-0.53
2334,2009-06-22,11500,2.31
2335,2009-06-23,11500,0.0
2336,2009-06-24,11600,0.87
2337,2009-06-25,11760,1.38
2338,2009-06-26,11920,1.36
2339,2009-06-29,11960,0.34
2340,2009-06-30,11840,-1.0
2341,2009-07-01,12060,1.86
2342,2009-07-02,12040,-0.17
2343,2009-07-03,12020,-0.17
2344,2009-07-06,12680,5.49
2345,2009-07-07,13000,2.52
2346,2009-07-08,13100,0.77
2347,2009-07-09,13000,-0.76
2348,2009-07-10,12900,-0.77
2349,2009-07-13,12400,-3.88
2350,2009-07-14,12680,2.26
2351,2009-07-15,13320,5.05
2352,2009-07-16,13480,1.2
2353,2009-07-17,13400,-0.59
2354,2009-07-20,13800,2.99
2355,2009-07-21,13840,0.29
2356,2009-07-22,13760,-0.58
2357,2009-07-23,13560,-1.45
2358,2009-07-24,13660,0.74
2359,2009-07-27,13980,2.34
2360,2009-07-28,14000,0.14
2361,2009-07-29,13940,-0.43
2362,2009-07-30,14280,2.44
2363,2009-07-31,14480,1.4
2364,2009-08-03,14300,-1.24
2365,2009-08-04,14500,1.4
2366,2009-08-05,14660,1.1
2367,2009-08-06,14300,-2.46
2368,2009-08-07,14320,0.14
2369,2009-08-10,14200,-0.84
2370,2009-08-11,14100,-0.7
2371,2009-08-12,13860,-1.7
2372,2009-08-13,14040,1.3
2373,2009-08-14,14620,4.13
2374,2009-08-17,14260,-2.46
2375,2009-08-18,14600,2.38
2376,2009-08-19,14760,1.1
2377,2009-08-20,14800,0.27
2378,2009-08-21,15140,2.3
2379,2009-08-24,15660,3.43
2380,2009-08-25,15500,-1.02
2381,2009-08-26,15540,0.26
2382,2009-08-27,15340,-1.29
2383,2009-08-28,15280,-0.39
2384,2009-08-31,15420,0.92
2385,2009-09-01,15980,3.63
2386,2009-09-02,15680,-1.88
2387,2009-09-03,15500,-1.15
2388,2009-09-04,15340,-1.03
2389,2009-09-07,15460,0.78
2390,2009-09-08,15620,1.03
2391,2009-09-09,15620,0.0
2392,2009-09-10,15820,1.28
2393,2009-09-11,15860,0.25
2394,2009-09-14,15280,-3.66
2395,2009-09-15,15380,0.65
2396,2009-09-16,15900,3.38
2397,2009-09-17,16200,1.89
2398,2009-09-18,16120,-0.49
2399,2009-09-21,15960,-0.99
2400,2009-09-22,16500,3.38
2401,2009-09-23,16400,-0.61
2402,2009-09-24,16060,-2.07
2403,2009-09-25,15900,-1.0
2404,2009-09-28,15920,0.13
2405,2009-09-29,16240,2.01
2406,2009-09-30,16300,0.37
2407,2009-10-01,15840,-2.82
2408,2009-10-05,14940,-5.68
2409,2009-10-06,14900,-0.27
2410,2009-10-07,14440,-3.09
2411,2009-10-08,14400,-0.28
2412,2009-10-09,15100,4.86
2413,2009-10-12,14980,-0.79
2414,2009-10-13,15140,1.07
2415,2009-10-14,15380,1.59
2416,2009-10-15,15500,0.78
2417,2009-10-16,14920,-3.74
2418,2009-10-19,15020,0.67
2419,2009-10-20,15040,0.13
2420,2009-10-21,14700,-2.26
2421,2009-10-22,14520,-1.22
2422,2009-10-23,14900,2.62
2423,2009-10-26,15060,1.07
2424,2009-10-27,14840,-1.46
2425,2009-10-28,14400,-2.96
2426,2009-10-29,14360,-0.28
2427,2009-10-30,14460,0.7
2428,2009-11-02,14360,-0.69
2429,2009-11-03,14580,1.53
2430,2009-11-04,14660,0.55
2431,2009-11-05,14240,-2.86
2432,2009-11-06,14440,1.4
2433,2009-11-09,14480,0.28
2434,2009-11-10,14540,0.41
2435,2009-11-11,14700,1.1
2436,2009-11-12,14400,-2.04
2437,2009-11-13,14280,-0.83
2438,2009-11-16,14660,2.66
2439,2009-11-17,14560,-0.68
2440,2009-11-18,15000,3.02
2441,2009-11-19,15180,1.2
2442,2009-11-20,15100,-0.53
2443,2009-11-23,15180,0.53
2444,2009-11-24,14840,-2.24
2445,2009-11-25,14980,0.94
2446,2009-11-26,14860,-0.8
2447,2009-11-27,14240,-4.17
2448,2009-11-30,14400,1.12
2449,2009-12-01,14740,2.36
2450,2009-12-02,14940,1.36
2451,2009-12-03,15180,1.61
2452,2009-12-04,15240,0.4
2453,2009-12-07,15420,1.18
2454,2009-12-08,15440,0.13
